sentence_number,sentence,word,surprisal_score,target_phrase
438,"When pressed by the police investigators, the witness admitted to having heard a shot.", admitted,3.0516522,context
438,"When pressed by the police investigators, the witness admitted to having heard a shot.", to,2.1603274,context
438,"When pressed by the police investigators, the witness admitted to having heard a shot.", having,2.0986137,preverb
438,"When pressed by the police investigators, the witness admitted to having heard a shot.", heard,4.5112906,verb
438,"When pressed by the police investigators, the witness admitted to having heard a shot.", a,2.0516865,context
438,"When pressed by the police investigators, the witness admitted to having heard a shot.", shot,2.6392906,noun
438,"When pressed by the police investigators, the witness admitted to having heard a shot.",.,3.4249396,context
439,It is important to speak to each other to clear the air., is,1.7459862,context
439,It is important to speak to each other to clear the air., important,3.4245777,context
439,It is important to speak to each other to clear the air., to,0.33744672,context
439,It is important to speak to each other to clear the air., speak,6.6429477,context
439,It is important to speak to each other to clear the air., to,1.152312,preverb
439,It is important to speak to each other to clear the air., each,6.676724,context
439,It is important to speak to each other to clear the air., other,0.5954213,context
439,It is important to speak to each other to clear the air., to,3.5036652,preverb
439,It is important to speak to each other to clear the air., clear,6.232013,verb
439,It is important to speak to each other to clear the air., the,1.1653011,context
439,It is important to speak to each other to clear the air., air,0.09337741,noun
439,It is important to speak to each other to clear the air.,.,1.5553677,context
440,This gust of wind really seems to have cleared the sky., gust,13.828359,context
440,This gust of wind really seems to have cleared the sky., of,0.6668704,context
440,This gust of wind really seems to have cleared the sky., wind,0.46769154,context
440,This gust of wind really seems to have cleared the sky., really,6.9121113,context
440,This gust of wind really seems to have cleared the sky., seems,6.0468793,context
440,This gust of wind really seems to have cleared the sky., to,0.090098836,context
440,This gust of wind really seems to have cleared the sky., have,2.3192554,preverb
440,This gust of wind really seems to have cleared the sky., cleared,5.3288097,verb
440,This gust of wind really seems to have cleared the sky., the,0.80889976,context
440,This gust of wind really seems to have cleared the sky., sky,5.8602486,noun
440,This gust of wind really seems to have cleared the sky.,.,0.7593325,context
441,Whales surface every so often to find the air.,ales,6.1382284,context
441,Whales surface every so often to find the air., surface,10.387028,context
441,Whales surface every so often to find the air., every,4.1801662,context
441,Whales surface every so often to find the air., so,4.953983,context
441,Whales surface every so often to find the air., often,0.01636438,context
441,Whales surface every so often to find the air., to,0.5759886,preverb
441,Whales surface every so often to find the air., find,9.645959,verb
441,Whales surface every so often to find the air., the,3.5267496,context
441,Whales surface every so often to find the air., air,1.9276459,noun
441,Whales surface every so often to find the air.,.,2.1556962,context
442,The birthday party was great; the kids really had a ball., birthday,10.87701,context
442,The birthday party was great; the kids really had a ball., party,2.5963073,context
442,The birthday party was great; the kids really had a ball., was,2.1114895,context
442,The birthday party was great; the kids really had a ball., great,3.835593,context
442,The birthday party was great; the kids really had a ball.,;,8.347715,context
442,The birthday party was great; the kids really had a ball., the,2.0946126,context
442,The birthday party was great; the kids really had a ball., kids,1.4522847,context
442,The birthday party was great; the kids really had a ball., really,3.5279605,preverb
442,The birthday party was great; the kids really had a ball., had,1.6585181,verb
442,The birthday party was great; the kids really had a ball., a,0.31008813,context
442,The birthday party was great; the kids really had a ball., ball,3.482403,noun
442,The birthday party was great; the kids really had a ball.,.,0.23634778,context
443,John's dad has a farm.,'s,3.9467278,context
443,John's dad has a farm., dad,6.921766,preverb
443,John's dad has a farm., has,4.0172043,verb
443,John's dad has a farm., a,1.8227941,context
443,John's dad has a farm., farm,5.6541295,noun
443,John's dad has a farm.,.,1.3776267,context
444,"To play soccer, you need a ball.",To,8.685535,context
444,"To play soccer, you need a ball.", play,6.3137913,context
444,"To play soccer, you need a ball.", soccer,5.3413153,context
444,"To play soccer, you need a ball.",",",1.747237,context
444,"To play soccer, you need a ball.", you,0.564119,preverb
444,"To play soccer, you need a ball.", need,0.33839598,verb
444,"To play soccer, you need a ball.", a,1.0187205,context
444,"To play soccer, you need a ball.", ball,0.3251117,noun
444,"To play soccer, you need a ball.",.,2.0791194,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.",My,7.019467,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.", boss,5.5053806,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.", warned,6.762846,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.", me,0.12885258,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.", that,1.2284701,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.", if,2.1806095,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.", I,0.17421325,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.", don,2.4394994,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.",'t,0.014299066,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.", change,5.3172007,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.", my,0.18873131,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.", behavior,2.2550657,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.",",",0.43987775,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.", I,0.39971268,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.", will,1.6203815,preverb
445,"My boss warned me that if I don't change my behavior, I will get the sack.", get,1.0247792,verb
445,"My boss warned me that if I don't change my behavior, I will get the sack.", the,2.7231042,context
445,"My boss warned me that if I don't change my behavior, I will get the sack.", sack,0.26967078,noun
445,"My boss warned me that if I don't change my behavior, I will get the sack.",.,3.667834,context
446,"Last year for Christmas, I got a mug.",Last,9.652655,context
446,"Last year for Christmas, I got a mug.", year,1.9307377,context
446,"Last year for Christmas, I got a mug.", for,6.158089,context
446,"Last year for Christmas, I got a mug.", Christmas,3.3714285,context
446,"Last year for Christmas, I got a mug.",",",0.8241269,context
446,"Last year for Christmas, I got a mug.", I,0.90187407,preverb
446,"Last year for Christmas, I got a mug.", got,1.6680918,verb
446,"Last year for Christmas, I got a mug.", a,0.67286235,context
446,"Last year for Christmas, I got a mug.", mug,5.848768,noun
446,"Last year for Christmas, I got a mug.",.,2.6960783,context
447,Please help me move the sacks., help,4.7173166,context
447,Please help me move the sacks., me,0.9432386,preverb
447,Please help me move the sacks., move,7.584763,verb
447,Please help me move the sacks., the,2.5670087,context
447,Please help me move the sacks., sacks,12.070884,noun
447,Please help me move the sacks.,.,3.3931506,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.",By,9.487025,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.", then,4.027818,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.",",",1.0454677,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.", all,4.930316,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.", of,1.9181163,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.", Sarah,10.997756,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.",bytes:\xe2\x80,4.0989046,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.",bytes:\x99,0.0055691847,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.",s,0.00079539383,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.", romantic,9.385506,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.", ideas,3.158951,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.", about,1.0261625,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.", marriage,3.1304207,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.", would,4.428861,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.", bite,11.849941,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.", the,0.08268169,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.", dust,0.08283787,context
448,"By then, all of Sarah’s romantic ideas about marriage would bite the dust.",.,1.1903322,context
449,He was sure he saw her bite her cheeks., was,2.4529812,context
449,He was sure he saw her bite her cheeks., sure,6.4391947,context
449,He was sure he saw her bite her cheeks., he,1.7296894,context
449,He was sure he saw her bite her cheeks., saw,3.3724277,context
449,He was sure he saw her bite her cheeks., her,2.0494306,preverb
449,He was sure he saw her bite her cheeks., bite,5.8212266,verb
449,He was sure he saw her bite her cheeks., her,0.21275754,preverb
449,He was sure he saw her bite her cheeks., cheeks,9.000723,noun
449,He was sure he saw her bite her cheeks.,.,1.5752565,context
450,It is possible that the storm may raise some dust., is,1.7459862,context
450,It is possible that the storm may raise some dust., possible,4.1492805,context
450,It is possible that the storm may raise some dust., that,1.4295546,context
450,It is possible that the storm may raise some dust., the,1.3017206,context
450,It is possible that the storm may raise some dust., storm,8.347866,context
450,It is possible that the storm may raise some dust., may,3.137072,preverb
450,It is possible that the storm may raise some dust., raise,8.541055,verb
450,It is possible that the storm may raise some dust., some,4.506037,context
450,It is possible that the storm may raise some dust., dust,5.7999105,noun
450,It is possible that the storm may raise some dust.,.,3.710707,context
451,"In her new exhibition, the Canadian artist truly breaks the mold.",In,6.5052223,context
451,"In her new exhibition, the Canadian artist truly breaks the mold.", her,4.815626,context
451,"In her new exhibition, the Canadian artist truly breaks the mold.", new,4.759577,context
451,"In her new exhibition, the Canadian artist truly breaks the mold.", exhibition,8.477866,context
451,"In her new exhibition, the Canadian artist truly breaks the mold.",",",0.70995104,context
451,"In her new exhibition, the Canadian artist truly breaks the mold.", the,3.3227348,context
451,"In her new exhibition, the Canadian artist truly breaks the mold.", Canadian,5.692088,context
451,"In her new exhibition, the Canadian artist truly breaks the mold.", artist,0.25545186,context
451,"In her new exhibition, the Canadian artist truly breaks the mold.", truly,11.550085,preverb
451,"In her new exhibition, the Canadian artist truly breaks the mold.", breaks,3.8795478,verb
451,"In her new exhibition, the Canadian artist truly breaks the mold.", the,1.804369,context
451,"In her new exhibition, the Canadian artist truly breaks the mold.", mold,0.4720552,noun
451,"In her new exhibition, the Canadian artist truly breaks the mold.",.,1.9644794,context
452,The thieves managed to break the glass., thieves,12.484724,context
452,The thieves managed to break the glass., managed,5.208664,context
452,The thieves managed to break the glass., to,0.014467227,preverb
452,The thieves managed to break the glass., break,2.5939918,verb
452,The thieves managed to break the glass., the,2.1713629,context
452,The thieves managed to break the glass., glass,2.04798,noun
452,The thieves managed to break the glass.,.,5.5453215,context
453,"In the Middle Ages, blacksmiths often had to use a mold.",In,6.5052223,context
453,"In the Middle Ages, blacksmiths often had to use a mold.", the,1.3460432,context
453,"In the Middle Ages, blacksmiths often had to use a mold.", Middle,6.7230415,context
453,"In the Middle Ages, blacksmiths often had to use a mold.", Ages,0.63569504,context
453,"In the Middle Ages, blacksmiths often had to use a mold.",",",0.520601,context
453,"In the Middle Ages, blacksmiths often had to use a mold.", black,6.785562,context
453,"In the Middle Ages, blacksmiths often had to use a mold.",smith,1.5228083,context
453,"In the Middle Ages, blacksmiths often had to use a mold.",s,0.105918184,context
453,"In the Middle Ages, blacksmiths often had to use a mold.", often,4.3657,context
453,"In the Middle Ages, blacksmiths often had to use a mold.", had,2.4982827,context
453,"In the Middle Ages, blacksmiths often had to use a mold.", to,0.9368768,context
453,"In the Middle Ages, blacksmiths often had to use a mold.", use,3.664795,context
453,"In the Middle Ages, blacksmiths often had to use a mold.", a,1.4424024,context
453,"In the Middle Ages, blacksmiths often had to use a mold.", mold,7.9487433,context
453,"In the Middle Ages, blacksmiths often had to use a mold.",.,5.1292744,context
454,The printed media industry has continuously lost ground., printed,10.645452,context
454,The printed media industry has continuously lost ground., media,5.8591824,context
454,The printed media industry has continuously lost ground., industry,4.8009887,context
454,The printed media industry has continuously lost ground., has,2.0007646,context
454,The printed media industry has continuously lost ground., continuously,8.359528,preverb
454,The printed media industry has continuously lost ground., lost,3.6197436,verb
454,The printed media industry has continuously lost ground., ground,2.6775548,noun
454,The printed media industry has continuously lost ground.,.,4.213128,context
455,"These documents are very important, so please be careful not to lose them.",These,8.672699,context
455,"These documents are very important, so please be careful not to lose them.", documents,7.2120237,context
455,"These documents are very important, so please be careful not to lose them.", are,1.3401227,context
455,"These documents are very important, so please be careful not to lose them.", very,3.66296,context
455,"These documents are very important, so please be careful not to lose them.", important,1.5894775,context
455,"These documents are very important, so please be careful not to lose them.",",",2.3994787,context
455,"These documents are very important, so please be careful not to lose them.", so,3.7489114,context
455,"These documents are very important, so please be careful not to lose them.", please,2.7384558,context
455,"These documents are very important, so please be careful not to lose them.", be,2.16078,context
455,"These documents are very important, so please be careful not to lose them.", careful,0.50294447,context
455,"These documents are very important, so please be careful not to lose them.", not,2.9360878,context
455,"These documents are very important, so please be careful not to lose them.", to,0.011431061,preverb
455,"These documents are very important, so please be careful not to lose them.", lose,0.28175288,verb
455,"These documents are very important, so please be careful not to lose them.", them,0.082789175,noun
455,"These documents are very important, so please be careful not to lose them.",.,1.7295486,context
456,Gardeners can be hired to weed ground.,arden,5.9736443,context
456,Gardeners can be hired to weed ground.,ers,3.046391,context
456,Gardeners can be hired to weed ground., can,3.5779681,context
456,Gardeners can be hired to weed ground., be,3.3117614,context
456,Gardeners can be hired to weed ground., hired,5.0004015,context
456,Gardeners can be hired to weed ground., to,0.63797593,preverb
456,Gardeners can be hired to weed ground., weed,5.279274,verb
456,Gardeners can be hired to weed ground., ground,10.822669,noun
456,Gardeners can be hired to weed ground.,.,6.4746566,context
457,"In my culture, people are encouraged to conform to social norms and not make waves.",In,6.5052223,context
457,"In my culture, people are encouraged to conform to social norms and not make waves.", my,3.765911,context
457,"In my culture, people are encouraged to conform to social norms and not make waves.", culture,7.181925,context
457,"In my culture, people are encouraged to conform to social norms and not make waves.",",",0.4475155,context
457,"In my culture, people are encouraged to conform to social norms and not make waves.", people,4.357839,context
457,"In my culture, people are encouraged to conform to social norms and not make waves.", are,1.7396702,context
457,"In my culture, people are encouraged to conform to social norms and not make waves.", encouraged,4.959899,context
457,"In my culture, people are encouraged to conform to social norms and not make waves.", to,0.03067551,context
457,"In my culture, people are encouraged to conform to social norms and not make waves.", conform,8.88145,context
457,"In my culture, people are encouraged to conform to social norms and not make waves.", to,1.073595,context
457,"In my culture, people are encouraged to conform to social norms and not make waves.", social,3.9251401,context
457,"In my culture, people are encouraged to conform to social norms and not make waves.", norms,0.29382667,context
457,"In my culture, people are encouraged to conform to social norms and not make waves.", and,1.6904783,context
457,"In my culture, people are encouraged to conform to social norms and not make waves.", not,2.5500274,preverb
457,"In my culture, people are encouraged to conform to social norms and not make waves.", make,4.320409,verb
457,"In my culture, people are encouraged to conform to social norms and not make waves.", waves,0.31261095,noun
457,"In my culture, people are encouraged to conform to social norms and not make waves.",.,1.0053874,context
458,My daughter is excited to start school and make friends., daughter,6.087753,context
458,My daughter is excited to start school and make friends., is,1.5119463,context
458,My daughter is excited to start school and make friends., excited,6.3906684,context
458,My daughter is excited to start school and make friends., to,0.85129136,context
458,My daughter is excited to start school and make friends., start,2.5295644,context
458,My daughter is excited to start school and make friends., school,1.8596222,context
458,My daughter is excited to start school and make friends., and,2.4964523,preverb
458,My daughter is excited to start school and make friends., make,3.65817,verb
458,My daughter is excited to start school and make friends., friends,1.3142297,noun
458,My daughter is excited to start school and make friends.,.,0.46845144,context
459,"Every summer, my aunt makes jam.",Every,9.77963,context
459,"Every summer, my aunt makes jam.", summer,5.693092,context
459,"Every summer, my aunt makes jam.",",",1.5191039,context
459,"Every summer, my aunt makes jam.", my,2.6867588,context
459,"Every summer, my aunt makes jam.", aunt,4.1532407,preverb
459,"Every summer, my aunt makes jam.", makes,5.1693296,verb
459,"Every summer, my aunt makes jam.", jam,5.989137,noun
459,"Every summer, my aunt makes jam.",.,2.2854557,context
460,This is not the time to cut corners., is,1.5635179,context
460,This is not the time to cut corners., not,3.1228364,context
460,This is not the time to cut corners., the,2.0487392,context
460,This is not the time to cut corners., time,3.7658257,context
460,This is not the time to cut corners., to,0.61932576,preverb
460,This is not the time to cut corners., cut,4.7637606,verb
460,This is not the time to cut corners., corners,3.2907975,noun
460,This is not the time to cut corners.,.,1.3184645,context
461,"To open a package, you often have to cut cardboard.",To,8.685535,context
461,"To open a package, you often have to cut cardboard.", open,7.465034,context
461,"To open a package, you often have to cut cardboard.", a,1.7696285,context
461,"To open a package, you often have to cut cardboard.", package,6.8729224,context
461,"To open a package, you often have to cut cardboard.",",",1.8621081,context
461,"To open a package, you often have to cut cardboard.", you,1.6117628,context
461,"To open a package, you often have to cut cardboard.", often,5.922037,context
461,"To open a package, you often have to cut cardboard.", have,1.7183722,context
461,"To open a package, you often have to cut cardboard.", to,0.00058371306,preverb
461,"To open a package, you often have to cut cardboard.", cut,1.1416376,verb
461,"To open a package, you often have to cut cardboard.", cardboard,12.19559,noun
461,"To open a package, you often have to cut cardboard.",.,2.6600144,context
462,Using sand is an effective way to fill corners., sand,10.289382,context
462,Using sand is an effective way to fill corners., is,5.6821747,context
462,Using sand is an effective way to fill corners., an,2.5571158,context
462,Using sand is an effective way to fill corners., effective,1.95841,context
462,Using sand is an effective way to fill corners., way,0.4025964,context
462,Using sand is an effective way to fill corners., to,0.1486731,preverb
462,Using sand is an effective way to fill corners., fill,5.388722,verb
462,Using sand is an effective way to fill corners., corners,9.42647,noun
462,Using sand is an effective way to fill corners.,.,2.9054327,context
463,"When their hockey team was defeated, my brothers went out and raised hell.",When,7.730529,context
463,"When their hockey team was defeated, my brothers went out and raised hell.", their,8.1483345,context
463,"When their hockey team was defeated, my brothers went out and raised hell.", hockey,11.190514,context
463,"When their hockey team was defeated, my brothers went out and raised hell.", team,1.7016194,context
463,"When their hockey team was defeated, my brothers went out and raised hell.", was,2.7141232,context
463,"When their hockey team was defeated, my brothers went out and raised hell.", defeated,5.1191177,context
463,"When their hockey team was defeated, my brothers went out and raised hell.",",",1.8194393,context
463,"When their hockey team was defeated, my brothers went out and raised hell.", my,4.5087605,context
463,"When their hockey team was defeated, my brothers went out and raised hell.", brothers,4.8264885,context
463,"When their hockey team was defeated, my brothers went out and raised hell.", went,4.7158155,context
463,"When their hockey team was defeated, my brothers went out and raised hell.", out,1.8304287,context
463,"When their hockey team was defeated, my brothers went out and raised hell.", and,1.0055119,preverb
463,"When their hockey team was defeated, my brothers went out and raised hell.", raised,5.0749555,verb
463,"When their hockey team was defeated, my brothers went out and raised hell.", hell,0.2818986,noun
463,"When their hockey team was defeated, my brothers went out and raised hell.",.,2.506302,context
464,It is truly shocking to learn the conditions in which we raise pigs., is,1.7459862,context
464,It is truly shocking to learn the conditions in which we raise pigs., truly,6.9595838,context
464,It is truly shocking to learn the conditions in which we raise pigs., shocking,5.4723287,context
464,It is truly shocking to learn the conditions in which we raise pigs., to,1.569207,context
464,It is truly shocking to learn the conditions in which we raise pigs., learn,3.0584636,context
464,It is truly shocking to learn the conditions in which we raise pigs., the,3.6240442,context
464,It is truly shocking to learn the conditions in which we raise pigs., conditions,6.025065,context
464,It is truly shocking to learn the conditions in which we raise pigs., in,1.4679606,context
464,It is truly shocking to learn the conditions in which we raise pigs., which,0.20375563,context
464,It is truly shocking to learn the conditions in which we raise pigs., we,4.887804,preverb
464,It is truly shocking to learn the conditions in which we raise pigs., raise,4.765128,verb
464,It is truly shocking to learn the conditions in which we raise pigs., pigs,4.884353,noun
464,It is truly shocking to learn the conditions in which we raise pigs.,.,1.9725897,context
465,Catholics are taught to fear hell.,olics,1.7835159,context
465,Catholics are taught to fear hell., are,2.6065078,context
465,Catholics are taught to fear hell., taught,4.80789,context
465,Catholics are taught to fear hell., to,1.7197078,preverb
465,Catholics are taught to fear hell., fear,5.9869676,verb
465,Catholics are taught to fear hell., hell,2.0249743,noun
465,Catholics are taught to fear hell.,.,1.4818604,context
466,The wealthy and powerful are usually able to pull strings., wealthy,10.657835,context
466,The wealthy and powerful are usually able to pull strings., and,3.0827065,context
466,The wealthy and powerful are usually able to pull strings., powerful,1.7616935,context
466,The wealthy and powerful are usually able to pull strings., are,2.3243968,context
466,The wealthy and powerful are usually able to pull strings., usually,4.9402776,context
466,The wealthy and powerful are usually able to pull strings., able,3.4412313,context
466,The wealthy and powerful are usually able to pull strings., to,0.00792701,preverb
466,The wealthy and powerful are usually able to pull strings., pull,6.030664,verb
466,The wealthy and powerful are usually able to pull strings., strings,0.81452227,noun
466,The wealthy and powerful are usually able to pull strings.,.,3.3303106,context
467,It is a dentist's job to pull teeth., is,1.7459862,context
467,It is a dentist's job to pull teeth., a,2.318951,context
467,It is a dentist's job to pull teeth., dentist,13.138051,context
467,It is a dentist's job to pull teeth.,'s,1.839426,context
467,It is a dentist's job to pull teeth., job,1.8758276,context
467,It is a dentist's job to pull teeth., to,0.1994285,preverb
467,It is a dentist's job to pull teeth., pull,7.207951,verb
467,It is a dentist's job to pull teeth., teeth,0.2714652,noun
467,It is a dentist's job to pull teeth.,.,1.0058081,context
468,A good way to practice violin without bothering neighbors is to mute strings., good,5.971502,context
468,A good way to practice violin without bothering neighbors is to mute strings., way,2.855784,context
468,A good way to practice violin without bothering neighbors is to mute strings., to,0.09714105,context
468,A good way to practice violin without bothering neighbors is to mute strings., practice,4.6322007,context
468,A good way to practice violin without bothering neighbors is to mute strings., violin,10.039498,context
468,A good way to practice violin without bothering neighbors is to mute strings., without,4.6490693,context
468,A good way to practice violin without bothering neighbors is to mute strings., bothering,4.0772314,context
468,A good way to practice violin without bothering neighbors is to mute strings., neighbors,4.3214984,context
468,A good way to practice violin without bothering neighbors is to mute strings., is,0.5882286,context
468,A good way to practice violin without bothering neighbors is to mute strings., to,0.19874544,preverb
468,A good way to practice violin without bothering neighbors is to mute strings., mute,5.0400686,verb
468,A good way to practice violin without bothering neighbors is to mute strings., strings,12.731824,noun
468,A good way to practice violin without bothering neighbors is to mute strings.,.,4.3440423,context
469,The fire in his eyes suggests that he means business., fire,7.730367,context
469,The fire in his eyes suggests that he means business., in,3.5718353,context
469,The fire in his eyes suggests that he means business., his,3.4498217,context
469,The fire in his eyes suggests that he means business., eyes,0.5429676,context
469,The fire in his eyes suggests that he means business., suggests,8.445163,context
469,The fire in his eyes suggests that he means business., that,1.4500233,context
469,The fire in his eyes suggests that he means business., he,0.32859606,preverb
469,The fire in his eyes suggests that he means business., means,4.8937044,verb
469,The fire in his eyes suggests that he means business., business,1.0767131,noun
469,The fire in his eyes suggests that he means business.,.,0.76585996,context
470,"The mother realised her toddler's gibberish meant """"hungry"""".",The,4.701124,context
470,"The mother realised her toddler's gibberish meant """"hungry"""".", mother,8.021198,context
470,"The mother realised her toddler's gibberish meant """"hungry"""".", realised,10.507667,context
470,"The mother realised her toddler's gibberish meant """"hungry"""".", her,2.4199216,context
470,"The mother realised her toddler's gibberish meant """"hungry"""".", toddler,6.263666,context
470,"The mother realised her toddler's gibberish meant """"hungry"""".",'s,3.5834405,context
470,"The mother realised her toddler's gibberish meant """"hungry"""".", gib,11.170819,context
470,"The mother realised her toddler's gibberish meant """"hungry"""".",ber,0.005202549,context
470,"The mother realised her toddler's gibberish meant """"hungry"""".",ish,0.1723197,context
470,"The mother realised her toddler's gibberish meant """"hungry"""".", meant,3.6089995,context
470,"The mother realised her toddler's gibberish meant """"hungry""""."," """"",10.7252655,context
470,"The mother realised her toddler's gibberish meant """"hungry"""".",hung,7.1704483,context
470,"The mother realised her toddler's gibberish meant """"hungry"""".",ry,0.004776159,context
470,"The mother realised her toddler's gibberish meant """"hungry"""".","""",1.7505685,context
470,"The mother realised her toddler's gibberish meant """"hungry"""".",""".",0.5617903,context
471,"When presented with a choice, my brother will always choose business.",When,7.730529,context
471,"When presented with a choice, my brother will always choose business.", presented,9.201971,context
471,"When presented with a choice, my brother will always choose business.", with,0.13913225,context
471,"When presented with a choice, my brother will always choose business.", a,1.3042822,context
471,"When presented with a choice, my brother will always choose business.", choice,2.9665518,context
471,"When presented with a choice, my brother will always choose business.",",",1.1543368,context
471,"When presented with a choice, my brother will always choose business.", my,5.2782607,context
471,"When presented with a choice, my brother will always choose business.", brother,4.9521303,context
471,"When presented with a choice, my brother will always choose business.", will,2.3355064,context
471,"When presented with a choice, my brother will always choose business.", always,0.9480243,preverb
471,"When presented with a choice, my brother will always choose business.", choose,0.60835105,verb
471,"When presented with a choice, my brother will always choose business.", business,11.224837,noun
471,"When presented with a choice, my brother will always choose business.",.,4.502607,context
472,Rebels were forced back from position after position until they turned tail.,els,3.0851777,context
472,Rebels were forced back from position after position until they turned tail., were,5.19062,context
472,Rebels were forced back from position after position until they turned tail., forced,4.833375,context
472,Rebels were forced back from position after position until they turned tail., back,4.9823575,context
472,Rebels were forced back from position after position until they turned tail., from,2.1333416,context
472,Rebels were forced back from position after position until they turned tail., position,8.54806,context
472,Rebels were forced back from position after position until they turned tail., after,1.4112172,context
472,Rebels were forced back from position after position until they turned tail., position,0.3272445,context
472,Rebels were forced back from position after position until they turned tail., until,4.3637533,context
472,Rebels were forced back from position after position until they turned tail., they,0.7430429,preverb
472,Rebels were forced back from position after position until they turned tail., turned,7.087631,verb
472,Rebels were forced back from position after position until they turned tail., tail,2.7848983,noun
472,Rebels were forced back from position after position until they turned tail.,.,3.7174158,context
473,This employee's main task is to turn cranks., employee,10.233024,context
473,This employee's main task is to turn cranks.,'s,3.922187,context
473,This employee's main task is to turn cranks., main,7.2245708,context
473,This employee's main task is to turn cranks., task,1.5294725,context
473,This employee's main task is to turn cranks., is,0.2734451,context
473,This employee's main task is to turn cranks., to,0.3839152,preverb
473,This employee's main task is to turn cranks., turn,6.786989,verb
473,This employee's main task is to turn cranks., cr,8.286005,context
473,This employee's main task is to turn cranks.,anks,0.040198296,context
473,This employee's main task is to turn cranks.,.,2.1789682,context
474,The zoo employee trims tails., zoo,10.679672,context
474,The zoo employee trims tails., employee,6.538669,preverb
474,The zoo employee trims tails., tr,10.387692,context
474,The zoo employee trims tails.,ims,2.4155807,context
474,The zoo employee trims tails., tails,13.092746,noun
474,The zoo employee trims tails.,.,3.1382422,context
475,"He kept his feelings to himself, not wanting to rock the boat.",He,6.8917885,context
475,"He kept his feelings to himself, not wanting to rock the boat.", kept,6.9332323,context
475,"He kept his feelings to himself, not wanting to rock the boat.", his,2.3367312,context
475,"He kept his feelings to himself, not wanting to rock the boat.", feelings,5.8882375,context
475,"He kept his feelings to himself, not wanting to rock the boat.", to,1.1775275,preverb
475,"He kept his feelings to himself, not wanting to rock the boat.", himself,0.007931035,context
475,"He kept his feelings to himself, not wanting to rock the boat.",",",1.8797523,context
475,"He kept his feelings to himself, not wanting to rock the boat.", not,5.0569687,context
475,"He kept his feelings to himself, not wanting to rock the boat.", wanting,1.0568889,context
475,"He kept his feelings to himself, not wanting to rock the boat.", to,0.117354594,preverb
475,"He kept his feelings to himself, not wanting to rock the boat.", rock,6.2578373,verb
475,"He kept his feelings to himself, not wanting to rock the boat.", the,0.0658933,context
475,"He kept his feelings to himself, not wanting to rock the boat.", boat,0.04728565,noun
475,"He kept his feelings to himself, not wanting to rock the boat.",.,1.6157534,context
476,The chair softly rocked the kids., chair,9.622935,context
476,The chair softly rocked the kids., softly,10.6148815,preverb
476,The chair softly rocked the kids., rocked,2.6561708,verb
476,The chair softly rocked the kids., the,4.962968,context
476,The chair softly rocked the kids., kids,8.21962,noun
476,The chair softly rocked the kids.,.,3.1911612,context
477,"Sailors have to look out for icebergs, since they could sink their boat.",S,8.081894,context
477,"Sailors have to look out for icebergs, since they could sink their boat.",ail,5.7419543,context
477,"Sailors have to look out for icebergs, since they could sink their boat.",ors,1.7615968,context
477,"Sailors have to look out for icebergs, since they could sink their boat.", have,3.674769,context
477,"Sailors have to look out for icebergs, since they could sink their boat.", to,2.5549176,context
477,"Sailors have to look out for icebergs, since they could sink their boat.", look,4.2455864,context
477,"Sailors have to look out for icebergs, since they could sink their boat.", out,0.9753231,context
477,"Sailors have to look out for icebergs, since they could sink their boat.", for,0.017603502,context
477,"Sailors have to look out for icebergs, since they could sink their boat.", iceberg,7.6878963,context
477,"Sailors have to look out for icebergs, since they could sink their boat.",s,0.0031946837,context
